 ID,Ref,tw,hw,lw,lbe,fc,fyb,fyw,rouYb,rouYw,Loading,P,Vmax,Drift,loadCoeff
Zhou_SW1,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 139-146",75,2350,900,,37.3,466.1333333,466.1333333,0.0372,0.007,C,400000,139900,-35,0.186908246
Zhou_SW2,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 139-146",75,2350,900,,37.3,466.1333333,466.1333333,0.0372,0.007,C,0,154500,35,0
Zhou_SW3,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 139-146",75,2350,900,,37.3,466.1333333,466.1333333,0.0372,0.007,C,0,136600,-34,0
Zhou_SW4,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 139-146",75,2350,900,,37.3,466.1333333,466.1333333,0.0372,0.007,C,400000,168700,30,0.186908246
Zhang_SW1-1,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,19.7,352,352,0.0167,,C,246250,190000,14.9,0.117647059
Zhang_SW1-2,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,19.7,352,352,0.0167,,C,492500,245000,19.9,0.235294118
Zhang_SW1-3,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,19.7,352,352,0.0167,,C,738750,225000,15.2,0.352941176
Zhang_SW1-4,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,19.7,352,352,0.0167,,C,985000,200000,8,0.470588235
Zhang_SW2-1,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,1000,1000,,37.7,352,352,0.0167,,C,1413750,540000,6,0.352941176
Zhang_SW2-2,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,1500,1000,,37.7,352,352,0.0167,,C,1413750,370000,9.5,0.352941176
Zhang_SW2-3,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,352,352,0.0167,,C,1413750,220000,10.2,0.352941176
Zhang_SW2-4,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,352,352,0.0167,,C,1413750,,,0.352941176
Zhang_SW3-1,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,19.7,352,352,0.0167,,C,492500,,,0.235294118
Zhang_SW3-2,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,352,352,0.0167,,C,1413750,,,0.352941176
Zhang_SW4-1,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,343,343,0.0122,,C,1413750,250000,10,0.352941176
Zhang_SW4-2,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,352,352,0.0167,,C,1413750,240000,7.2,0.352941176
Zhang_SW4-3,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,352,352,0.0167,,C,1413750,,,0.352941176
Zhang_SW4-4,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,325,325,0.0297,,C,942500,,,0.235294118
Zhang_SW5-1,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,352,352,0.0134,,C,1413750,260000,8,0.352941176
Zhang_SW5-2,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,352,352,0.0167,,C,1413750,,,0.352941176
Zhang_SW5-3,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,352,352,0.0223,,C,1413750,275000,11.6,0.352941176
Zhang_SW6-1,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,352,352,0.0167,,C,1413750,290000,-15,0.352941176
Zhang_SW6-2,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,352,352,0.0167,,C,1413750,,,0.352941176
Zhang_SW6-3,"SLDRCE Database on Static Tests of Structural Members and Joint Assemblies, State Key Laboratory of Disaster Reduction in Civil Engineering, Tongji University, Shanghai, China, September 2008, pp. 169-188",125,2000,1000,,37.7,352,352,0.0167,,C,1413750,320000,-15,0.352941176
M1,"Greifenhagen, C., and Lestuzzi, P., ""Static cyclic tests on lightly reinforced concrete shear walls."" Engineering Structures, 27(11), 2005, pp. 1703",100,690,1000,,50.7,504,504,,0.003,C,135000,204000,1.9,0.03132614
M2,"Greifenhagen, C., and Lestuzzi, P., ""Static cyclic tests on lightly reinforced concrete shear walls."" Engineering Structures, 27(11), 2005, pp. 1703",100,690,1000,,51,504,504,,0.003,C,140000,203000,2.9,0.032295271
M3,"Greifenhagen, C., and Lestuzzi, P., ""Static cyclic tests on lightly reinforced concrete shear walls."" Engineering Structures, 27(11), 2005, pp. 1703",80,690,900,,20.1,504,504,,0.003,C,140000,176000,3.2,0.113810035
M4,"Greifenhagen, C., and Lestuzzi, P., ""Static cyclic tests on lightly reinforced concrete shear walls."" Engineering Structures, 27(11), 2005, pp. 1703",80,690,900,,24.4,504,504,,0.003,C,87000,135000,2.8,0.058261009
SHW1,"Tasnimi, A.A. (2000),",50,1100,500,,21.6,250.2857143,250.2857143,0.0224,0.0028,C,0,15420,16,0
SHW2,"Tasnimi, A.A. (2000),",50,1100,500,,21.6,250.2857143,250.2857143,0.0224,0.0028,C,0,19560,11,0
SHW3,"Tasnimi, A.A. (2000),",50,1100,500,,22.5,250.2857143,250.2857143,0.0224,0.0028,C,0,17500,11,0
SHW4,"Tasnimi, A.A. (2000),",50,1100,500,,23.5,250.2857143,250.2857143,0.0224,0.0028,C,0,19760,14,0
SW-1,"Cardenas, A. E., and Magura, D. D. (1973)",76,6401,1905,,51.2,415.1,415.1,0.0027,0.0027,M,415353,117878,,0.065920409
SW-2,"Cardenas, A. E., and Magura, D. D. (1973)",76,6401,1905,,47.4,450.9,450.9,0.01,0.01,M,430365,184156,,0.073778718
SW-3,"Cardenas, A. E., and Magura, D. D. (1973)",76,6401,1905,,46.7,455.1,455.1,0.03,0.03,M,420357,293583,,0.073143191
SW-4,"Cardenas, A. E., and Magura, D. D. (1973)",76,3658,1905,,46.5,413.7,413.7,0.03,0.03,M,430365,483077,,0.075206693
SW-5,"Cardenas, A. E., and Magura, D. D. (1973)",76,3658,1905,,40.7,413.7,413.7,0.0767,0.01,M,425361,483077,,0.08492504
SW-6,"Cardenas, A. E., and Magura, D. D. (1973)",76,6401,1905,,41,434.4,434.4,0.0767,0.01,M,430365,322496,,0.085295396
